x,HUF/USD
2016-10-02 17:42:32,274.839000
2016-10-02 17:42:37,274.840000
2016-10-02 17:42:42,274.840000
2016-10-02 17:42:45,274.841000
2016-10-02 17:43:00,274.842000
2016-10-02 17:43:02,274.852000
2016-10-02 17:43:11,274.853000
2016-10-02 17:43:22,274.864000
2016-10-02 17:43:32,274.874000
2016-10-02 17:43:39,274.875000
2016-10-02 17:43:47,274.876000
2016-10-02 17:44:00,274.877000
2016-10-02 17:44:07,274.877000
2016-10-02 17:44:10,274.878000
2016-10-02 17:44:20,274.717000
2016-10-02 17:44:21,274.689000
2016-10-02 17:44:38,274.706000
2016-10-02 17:45:02,274.740000
2016-10-02 17:45:22,274.749000
2016-10-02 17:45:42,274.754000
2016-10-02 17:46:02,274.776000
2016-10-02 17:46:22,274.777000
2016-10-02 17:46:40,274.771000
2016-10-02 17:46:41,274.714000
2016-10-02 17:47:02,274.640000
2016-10-02 17:47:22,274.639000
2016-10-02 17:47:42,274.638000
2016-10-02 17:48:02,274.634000
2016-10-02 17:48:22,274.647000
2016-10-02 17:48:36,274.647000
2016-10-02 17:48:37,274.630000
2016-10-02 17:48:52,274.622000
2016-10-02 17:49:28,274.617000
2016-10-02 17:49:47,274.610000
2016-10-02 17:50:06,274.615000
2016-10-02 17:50:07,274.615000
2016-10-02 17:50:17,274.615000
2016-10-02 17:50:18,274.615000
2016-10-02 17:50:22,274.595000
2016-10-02 17:50:42,274.592000
2016-10-02 17:50:55,274.543000
2016-10-02 17:50:58,274.498000
2016-10-02 17:51:02,274.534000
2016-10-02 17:51:05,274.533000
2016-10-02 17:51:09,274.532000
2016-10-02 17:51:15,274.531000
2016-10-02 17:51:19,274.541000
2016-10-02 17:51:20,274.541000
2016-10-02 17:51:21,274.496000
2016-10-02 17:51:22,274.496000
2016-10-02 17:51:25,274.496000
2016-10-02 17:51:26,274.540000
2016-10-02 17:51:27,274.540000
2016-10-02 17:51:30,274.495000
2016-10-02 17:51:31,274.540000
2016-10-02 17:51:33,274.540000
2016-10-02 17:51:37,274.494000
2016-10-02 17:51:45,274.493000
2016-10-02 17:51:55,274.492000
2016-10-02 17:52:05,274.491000
2016-10-02 17:52:21,274.490000
2016-10-02 17:52:30,274.489000
2016-10-02 17:52:40,274.488000
2016-10-02 17:52:50,274.487000
2016-10-02 17:52:57,274.457000
2016-10-02 17:53:00,274.456000
2016-10-02 17:53:10,274.455000
2016-10-02 17:53:13,274.485000
2016-10-02 17:53:20,274.484000
2016-10-02 17:53:30,274.483000
2016-10-02 17:53:40,274.482000
2016-10-02 17:53:50,274.481000
2016-10-02 17:53:51,274.491000
2016-10-02 17:54:01,274.490000
2016-10-02 17:54:10,274.489000
2016-10-02 17:54:12,274.479000
2016-10-02 17:54:20,274.478000
2016-10-02 17:54:32,274.581000
2016-10-02 17:54:48,274.577000
2016-10-02 17:54:55,274.467000
2016-10-02 17:55:05,274.487000
2016-10-02 17:55:22,274.497000
2016-10-02 17:55:42,274.496000
2016-10-02 17:56:02,274.506000
2016-10-02 17:56:21,274.516000
2016-10-02 17:56:30,274.516000
2016-10-02 17:56:32,274.516000
2016-10-02 17:56:33,274.516000
2016-10-02 17:56:37,274.506000
2016-10-02 17:56:41,274.506000
2016-10-02 17:56:42,274.506000
2016-10-02 17:56:44,274.506000
2016-10-02 17:56:46,274.506000
2016-10-02 17:56:48,274.506000
2016-10-02 17:56:49,274.506000
2016-10-02 17:56:50,274.506000
2016-10-02 17:56:51,274.506000
2016-10-02 17:56:54,274.506000
2016-10-02 17:56:56,274.506000
2016-10-02 17:56:57,274.506000
2016-10-02 17:57:00,274.506000
2016-10-02 17:57:06,274.506000
2016-10-02 17:57:08,274.516000
2016-10-02 17:57:10,274.516000
2016-10-02 17:57:13,274.516000
2016-10-02 17:57:17,274.516000
2016-10-02 17:57:18,274.516000
2016-10-02 17:57:25,274.505000
2016-10-02 17:57:33,274.505000
2016-10-02 17:57:39,274.505000
2016-10-02 17:57:42,274.515000
2016-10-02 17:58:01,274.515000
2016-10-02 17:58:03,274.515000
2016-10-02 17:58:17,274.545000
2016-10-02 17:58:31,274.555000
2016-10-02 17:58:42,274.535000
2016-10-02 17:58:44,274.535000
2016-10-02 17:58:45,274.535000
2016-10-02 17:58:46,274.535000
2016-10-02 17:58:47,274.535000
2016-10-02 17:59:01,274.535000
2016-10-02 17:59:20,274.535000
2016-10-02 17:59:21,274.545000
2016-10-02 17:59:27,274.545000
2016-10-02 17:59:35,274.555000
2016-10-02 17:59:40,274.555000
2016-10-02 17:59:45,274.555000
2016-10-02 17:59:46,274.605000
2016-10-02 17:59:50,274.625000
2016-10-02 17:59:52,274.555000
2016-10-02 17:59:57,274.555000
2016-10-02 17:59:58,274.485000
2016-10-02 18:00:00,274.459000
2016-10-02 18:00:05,274.409000
2016-10-02 18:00:15,274.409000
2016-10-02 18:00:32,274.385000
2016-10-02 18:00:39,274.385000
2016-10-02 18:00:47,274.384000
2016-10-02 18:00:50,274.358000
2016-10-02 18:00:53,274.358000
2016-10-02 18:00:55,274.358000
2016-10-02 18:00:56,274.358000
2016-10-02 18:00:57,274.358000
2016-10-02 18:00:58,274.358000
2016-10-02 18:01:01,274.328000
2016-10-02 18:01:02,274.383000
2016-10-02 18:01:03,274.298000
2016-10-02 18:01:05,274.298000
2016-10-02 18:01:08,274.298000
2016-10-02 18:01:11,274.298000
2016-10-02 18:01:13,274.298000
2016-10-02 18:01:14,274.268000
2016-10-02 18:01:15,274.268000
2016-10-02 18:01:17,274.238000
2016-10-02 18:01:18,274.268000
2016-10-02 18:01:19,274.319000
2016-10-02 18:01:20,274.388000
2016-10-02 18:01:22,274.388000
2016-10-02 18:01:23,274.388000
2016-10-02 18:01:25,274.358000
2016-10-02 18:01:26,274.358000
2016-10-02 18:01:27,274.358000
2016-10-02 18:01:29,274.358000
2016-10-02 18:01:31,274.328000
2016-10-02 18:01:34,274.328000
2016-10-02 18:01:35,274.298000
2016-10-02 18:01:36,274.304000
2016-10-02 18:01:37,274.298000
2016-10-02 18:01:40,274.298000
2016-10-02 18:01:41,274.298000
2016-10-02 18:01:42,274.304000
2016-10-02 18:01:44,274.298000
2016-10-02 18:01:45,274.298000
2016-10-02 18:02:02,274.309000
2016-10-02 18:02:06,274.268000
2016-10-02 18:02:07,274.309000
2016-10-02 18:02:09,274.268000
2016-10-02 18:02:10,274.268000
2016-10-02 18:02:11,274.238000
2016-10-02 18:02:12,274.238000
2016-10-02 18:02:13,274.238000
2016-10-02 18:02:14,274.323000
2016-10-02 18:02:15,274.421000
2016-10-02 18:02:16,274.433000
2016-10-02 18:02:17,274.393000
2016-10-02 18:02:18,274.383000
2016-10-02 18:02:19,274.391000
2016-10-02 18:02:20,274.363000
2016-10-02 18:02:21,274.361000
2016-10-02 18:02:22,274.421000
2016-10-02 18:02:23,274.403000
2016-10-02 18:02:24,274.381000
2016-10-02 18:02:25,274.373000
2016-10-02 18:02:26,274.381000
2016-10-02 18:02:27,274.421000
2016-10-02 18:02:28,274.448000
2016-10-02 18:02:29,274.401000
2016-10-02 18:02:30,274.448000
2016-10-02 18:02:31,274.413000
2016-10-02 18:02:32,274.373000
2016-10-02 18:02:33,274.448000
2016-10-02 18:02:34,274.413000
2016-10-02 18:02:35,274.391000
2016-10-02 18:02:36,274.373000
2016-10-02 18:02:38,274.433000
2016-10-02 18:02:39,274.478000
2016-10-02 18:02:40,274.423000
2016-10-02 18:02:41,274.478000
2016-10-02 18:02:42,274.481000
2016-10-02 18:02:43,274.401000
2016-10-02 18:02:44,274.373000
2016-10-02 18:02:45,274.463000
2016-10-02 18:02:46,274.471000
2016-10-02 18:02:47,274.453000
2016-10-02 18:02:48,274.451000
2016-10-02 18:02:49,274.460000
2016-10-02 18:02:50,274.451000
2016-10-02 18:02:51,274.421000
2016-10-02 18:02:52,274.411000
2016-10-02 18:02:53,274.391000
2016-10-02 18:02:54,274.403000
2016-10-02 18:02:55,274.412000
2016-10-02 18:02:56,274.462000
2016-10-02 18:02:57,274.508000
2016-10-02 18:02:58,274.478000
2016-10-02 18:02:59,274.482000
2016-10-02 18:03:00,274.442000
2016-10-02 18:03:01,274.412000
2016-10-02 18:03:02,274.460000
2016-10-02 18:03:03,274.462000
2016-10-02 18:03:04,274.482000
2016-10-02 18:03:05,274.487000
2016-10-02 18:03:06,274.440000
2016-10-02 18:03:07,274.470000
2016-10-02 18:03:08,274.420000
2016-10-02 18:03:09,274.430000
2016-10-02 18:03:10,274.420000
2016-10-02 18:03:11,274.429000
2016-10-02 18:03:12,274.555000
2016-10-02 18:03:13,274.531000
2016-10-02 18:03:14,274.481000
2016-10-02 18:03:15,274.461000
2016-10-02 18:03:16,274.439000
2016-10-02 18:03:17,274.431000
2016-10-02 18:03:18,274.471000
2016-10-02 18:03:19,274.459000
2016-10-02 18:03:20,274.429000
2016-10-02 18:03:21,274.449000
2016-10-02 18:03:22,274.448000
2016-10-02 18:03:23,274.439000
2016-10-02 18:03:24,274.429000
2016-10-02 18:03:25,274.419000
2016-10-02 18:03:26,274.459000
2016-10-02 18:03:27,274.451000
2016-10-02 18:03:28,274.491000
2016-10-02 18:03:29,274.471000
2016-10-02 18:03:30,274.471000
2016-10-02 18:03:31,274.459000
2016-10-02 18:03:32,274.461000
2016-10-02 18:03:33,274.451000
2016-10-02 18:03:34,274.448000
2016-10-02 18:03:35,274.469000
2016-10-02 18:03:36,274.451000
2016-10-02 18:03:37,274.489000
2016-10-02 18:03:38,274.461000
2016-10-02 18:03:39,274.478000
2016-10-02 18:03:40,274.471000
2016-10-02 18:03:41,274.509000
2016-10-02 18:03:42,274.481000
2016-10-02 18:03:43,274.590000
2016-10-02 18:03:44,274.569000
2016-10-02 18:03:45,274.531000
2016-10-02 18:03:46,274.529000
2016-10-02 18:03:47,274.481000
2016-10-02 18:03:48,274.471000
2016-10-02 18:03:49,274.568000
2016-10-02 18:03:50,274.559000
2016-10-02 18:03:51,274.549000
2016-10-02 18:03:52,274.571000
2016-10-02 18:03:53,274.549000
2016-10-02 18:03:54,274.571000
2016-10-02 18:03:55,274.568000
2016-10-02 18:03:56,274.538000
2016-10-02 18:03:57,274.559000
2016-10-02 18:03:58,274.538000
2016-10-02 18:03:59,274.491000
2016-10-02 18:04:00,274.519000
2016-10-02 18:04:01,274.508000
2016-10-02 18:04:02,274.489000
2016-10-02 18:04:03,274.479000
2016-10-02 18:04:04,274.478000
2016-10-02 18:04:05,274.469000
2016-10-02 18:04:06,274.478000
2016-10-02 18:04:07,274.461000
2016-10-02 18:04:08,274.572000
2016-10-02 18:04:09,274.579000
2016-10-02 18:04:10,274.509000
2016-10-02 18:04:11,274.479000
2016-10-02 18:04:12,274.519000
2016-10-02 18:04:13,274.459000
2016-10-02 18:04:14,274.570000
2016-10-02 18:04:15,274.568000
2016-10-02 18:04:16,274.529000
2016-10-02 18:04:17,274.499000
2016-10-02 18:04:18,274.481000
2016-10-02 18:04:19,274.471000
2016-10-02 18:04:20,274.411000
2016-10-02 18:04:21,274.475000
2016-10-02 18:04:22,274.886000
2016-10-02 18:04:23,274.459000
2016-10-02 18:04:24,274.461000
2016-10-02 18:04:25,274.429000
2016-10-02 18:04:26,274.409000
2016-10-02 18:04:27,274.441000
2016-10-02 18:04:28,274.421000
2016-10-02 18:04:29,274.389000
2016-10-02 18:04:30,274.371000
2016-10-02 18:04:31,274.389000
2016-10-02 18:04:32,274.371000
2016-10-02 18:04:33,274.371000
2016-10-02 18:04:34,274.475000
